Title,Note,URL,Comment
Claypot King สาขาเยาวราช,"Clay pot rice. Pretty tasty, but the crust isn’t as good as the top ones in Hong Kong. Still worth a visit",https://www.google.com/maps/place/Claypot+King+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%80%E0%B8%A2%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B2%E0%B8%8A/data=!4m2!3m1!1s0x30e2992fa57d1761:0x38a35fcea4dab944,
KHIRI Thai Tea Flagship Store,"Aethetic cafe, lots of areas to work. Interesting take on Thai tea, they have many tea options to choose from",https://www.google.com/maps/place/KHIRI+Thai+Tea+Flagship+Store/data=!4m2!3m1!1s0x30e2990386f743ff:0xa2a6d42e5fe8a6a,
Here Duan (Banthat Thong),"Very delicious and well done creamy omelette over rice. Can choose from different meat toppings.

Their appetizers and salads look really good too",https://www.google.com/maps/place/Here+Duan+(Banthat+Thong)/data=!4m2!3m1!1s0x30e29f92e7dd15e5:0x748f1d2f6a2f186,
Polo Fried Chicken (Soi Polo),"They do fried chicken with lots of fried garlic on top. Get it with their somtam, great combo. 

It's a very popular restaurant, expect to wait",https://www.google.com/maps/place/Polo+Fried+Chicken+(Soi+Polo)/data=!4m2!3m1!1s0x30e29f2736d3eafb:0x7c7cedbf00d06204,
Saengchai Phochana,"Locals favorite, open late. Drunchies restaurant. Specialty is their salted plum soup with minced pork.

It’s not Michelin guide cooking, and it’s pricier than you’d expect, but it hits the spot. And most importantly, it’s open at 2am",https://www.google.com/maps/place/Saengchai+Phochana/data=!4m2!3m1!1s0x30e29fa9fc7dec83:0xc4ab64ae72d94a6b,
The Mud Bar,"Vibey lil cafe and ceramics shop, good place to work",https://www.google.com/maps/place/The+Mud+Bar/data=!4m2!3m1!1s0x30e29fa3c4e6d695:0xc58b844f7c29f618,
Wattana Panich,Beef noodles that have been stewing in a big cauldron for 45 yrs straight. But honestly their herbal goat soup might be even better,https://www.google.com/maps/place/Wattana+Panich/data=!4m2!3m1!1s0x30e29e49982ce2f9:0x38858b25983d26,
Nagiya Thonglo 9 なぎ屋トンロー9店 นากิยะ ทองหล่อ 9,Very extensive izakaya menu.,https://www.google.com/maps/place/Nagiya+Thonglo+9+%E3%81%AA%E3%81%8E%E5%B1%8B%E3%83%88%E3%83%B3%E3%83%AD%E3%83%BC9%E5%BA%97+%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%B4%E0%B8%A2%E0%B8%B0+%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD+9/data=!4m2!3m1!1s0x30e29e54a211bebf:0xd539b0678058db5b,
Paper Plane Project,"Coworking cafe at the 40th floor of an office tower, great views and working vibe",https://www.google.com/maps/place/Paper+Plane+Project/data=!4m2!3m1!1s0x30e29f0905e158b9:0x4520f2312c0f8540,
Lim Lao Ngow Fishball Noodle,,https://www.google.com/maps/place/Lim+Lao+Ngow+Fishball+Noodle/data=!4m2!3m1!1s0x30e29920f427bbcf:0x5d50c09024e892fe,
Nings Mango Stand,,https://www.google.com/maps/place/Nings+Mango+Stand/data=!4m2!3m1!1s0x30e29fa8dde00c75:0x918ea2f5c1c5eb85,
Nai Ek Roll Noodle,"Michelle’s rec, she’s highly recommended. Rolled noodles with crispy pork",https://www.google.com/maps/place/Nai+Ek+Roll+Noodle/data=!4m2!3m1!1s0x30e2992175e2fda9:0x694279ae73a6b2da,
Warehouse 30,"Galleries, antique stores, bougie furniture stores. People here are very cool lol",https://www.google.com/maps/place/Warehouse+30/data=!4m2!3m1!1s0x30e298dbb84db485:0x23885cbf2be0f79e,
Horse Unit,"Americana antique store, very authentic ",https://www.google.com/maps/place/Horse+Unit/data=!4m2!3m1!1s0x30e298dbba02c5c1:0x33b816de99628073,
Somtum Der,,https://www.google.com/maps/place/Somtum+Der/data=!4m2!3m1!1s0x30e29f2eb930f5e9:0x7b4f8ccd91542b63,
Street Food Market,"Really great street food market, lots of options and high quality. Local enough to not have English menus",https://www.google.com/maps/place/Street+Food+Market/data=!4m2!3m1!1s0x30e29f70aa9f90ef:0x6c0591f961c44cfe,
Supanniga Eating Room by Khun Yai,,https://www.google.com/maps/place/Supanniga+Eating+Room+by+Khun+Yai/data=!4m2!3m1!1s0x30e29fac93312861:0x90a83324a47c133b,
Gelato Lab,"Gelato with unique Cambodian flavors. Try their chocolate with Kampot black pepper. Truly freshly homemade, you can see them make it in the back",https://www.google.com/maps/place/Gelato+Lab/data=!4m2!3m1!1s0x311017655b40cf91:0x9b40f492ce2a277a,
